0,9.48,2.30,0.00
1,11.89,2.62,1716.00
2,19.97,2.82,3432.00
3,22.61,3.03,5148.00
4,23.27,3.18,6864.00
5,23.91,3.27,8580.00
6,24.59,3.32,10296.00
7,25.19,3.36,12012.00
8,25.94,3.37,13728.00
9,26.67,3.38,15444.00
10,27.27,3.38,17160.00
11,28.04,3.37,19206.00
12,28.40,2.30,21186.00
13,28.66,2.01,23166.00
14,30.13,1.98,25146.00
15,30.83,1.96,27126.00
16,30.19,2.25,28842.00
17,30.73,2.39,30558.00
18,31.13,2.47,32274.00
19,31.36,2.53,33990.00
20,31.60,2.58,35706.00
21,31.92,2.61,37422.00
22,32.32,2.64,39138.00
23,32.59,2.67,40854.00
24,32.75,2.69,42570.00
25,32.95,2.70,44286.00
26,33.27,2.72,46002.00
27,33.33,2.73,47718.00
28,33.56,2.74,49434.00
29,33.65,2.75,51150.00
30,33.91,2.75,52866.00
31,34.09,2.76,54582.00
32,34.37,2.76,56298.00
33,34.46,2.77,58014.00
34,34.70,2.77,59730.00
35,34.81,2.77,61446.00
36,34.98,2.77,63162.00
37,35.12,2.77,64878.00
38,35.17,2.77,66594.00
39,35.37,2.77,68310.00
40,35.34,2.77,70026.00
41,35.52,2.77,71742.00
42,35.65,2.76,73458.00
43,35.74,2.76,75174.00
44,35.71,2.75,76890.00
45,36.01,2.75,78606.00
46,36.17,2.75,80322.00
47,36.37,2.74,82038.00
48,36.42,2.74,83754.00
49,36.52,2.73,85470.00
50,36.46,2.72,87186.00
51,36.67,2.72,88902.00
52,36.82,2.71,90618.00
53,37.01,2.71,92334.00
54,36.87,2.70,94050.00
55,37.04,2.69,95766.00
56,37.03,2.69,97482.00
57,37.12,2.68,99198.00
58,37.26,2.67,100914.00
